_id,playerId,gameId,createdAt,data.tangram,data.group,data.id,data.text,data.loadingNextRound,data.community,data.engaged,data.correctness,data.english,data.human,data.newpartner,data.strategy,data.fair,data.feedback,data.satisfied,data.workedWell,data.perspective,data.chatComfort,data.chatUseful,data.events,data.ownGroup
fHecT8r356ENJ6bX9,tqjdAPPA5bHTPcMLq,Gam48f8HbgbBdzxgi,2021-01-20T23:41:56Z,/experiment/tangram_A.png,blue,blueA,"Walking left, one leg up, head down,",true,,,,,,,,,,,,,,,,blue
9DjfCAALnqhBHDEZM,WJckwPxieAhkN3LFE,Gam48f8HbgbBdzxgi,2021-01-20T23:42:00Z,/experiment/tangram_A.png,red,redA,"Walking left, looking down left",true,,,,,,,,,,,,,,,,blue
37t4fP9tghAbpPGqc,SRwQXyLp5KvjgNWFA,Gam48f8HbgbBdzxgi,2021-01-20T23:42:10Z,/experiment/tangram_B.png,blue,blueB,Figure kneeling down with leg out to the left,true,,,,,,,,,,,,,,,,blue
8v6rrwDid6xJkP6ET,WJckwPxieAhkN3LFE,Gam48f8HbgbBdzxgi,2021-01-20T23:42:10Z,/experiment/tangram_C.png,red,redC,"Leaning left, both arms up",true,,,,,,,,,,,,,,,,blue
BcwLSGqCfwxSLxFmv,WJckwPxieAhkN3LFE,Gam48f8HbgbBdzxgi,2021-01-20T23:42:18Z,/experiment/tangram_D.png,red,redD,Priest reading,true,,,,,,,,,,,,,,,,blue
RBq99dHhqKczeuhov,tqjdAPPA5bHTPcMLq,Gam48f8HbgbBdzxgi,2021-01-20T23:42:21Z,/experiment/tangram_C.png,blue,blueC,"Both arms up above the head, leaning left, looks like flying",true,,,,,,,,,,,,,,,,blue
MDs4kob3PLTE7YzhQ,2ZWRM5CZ8bfpxZH2L,Gam48f8HbgbBdzxgi,2021-01-20T23:42:23Z,/experiment/tangram_A.png,blue,blueA,"The guy with one leg up ,looks like he is walking to the left",true,,,,,,,,,,,,,,,,blue
TiT4L9XxJusRakahf,WJckwPxieAhkN3LFE,Gam48f8HbgbBdzxgi,2021-01-20T23:42:27Z,/experiment/tangram_B.png,red,redB,Lady kneeling down,true,,,,,,,,,,,,,,,,blue
8bsfoJpAgQMHtxMyf,WJckwPxieAhkN3LFE,Gam48f8HbgbBdzxgi,2021-01-20T23:42:37Z,/experiment/tangram_D.png,blue,blueD,Priest reading,true,,,,,,,,,,,,,,,,blue
Qq2MbtWiHodsoffjA,SRwQXyLp5KvjgNWFA,Gam48f8HbgbBdzxgi,2021-01-20T23:42:37Z,/experiment/tangram_A.png,blue,blueA,"Figure walking left, leg out to the left",true,,,,,,,,,,,,,,,,blue
5djTyqGQxeXHxCwcf,2ZWRM5CZ8bfpxZH2L,Gam48f8HbgbBdzxgi,2021-01-20T23:42:39Z,/experiment/tangram_B.png,blue,blueB,the laddy sitting down asking for money,true,,,,,,,,,,,,,,,,blue
MZ5HxLzHBrWFwM7ZB,tqjdAPPA5bHTPcMLq,Gam48f8HbgbBdzxgi,2021-01-20T23:42:43Z,/experiment/tangram_B.png,blue,blueB,"Sitting lady, has a skirt",true,,,,,,,,,,,,,,,,blue
uqmwvmruPvNvGztWQ,WJckwPxieAhkN3LFE,Gam48f8HbgbBdzxgi,2021-01-20T23:42:50Z,/experiment/tangram_C.png,blue,blueC,Volleyball catcher leaning left,true,,,,,,,,,,,,,,,,blue
3NLCXSATBN9XY6efD,SRwQXyLp5KvjgNWFA,Gam48f8HbgbBdzxgi,2021-01-20T23:42:55Z,/experiment/tangram_C.png,blue,blueC,Figure with two hands raised in the air,true,,,,,,,,,,,,,,,,blue
rD3cBM25B6Co3hYcf,WJckwPxieAhkN3LFE,Gam48f8HbgbBdzxgi,2021-01-20T23:42:59Z,/experiment/tangram_A.png,blue,blueA,"Walking left, looking down",true,,,,,,,,,,,,,,,,blue
Hc4oD9YSCJLm6PGZp,tqjdAPPA5bHTPcMLq,Gam48f8HbgbBdzxgi,2021-01-20T23:43:00Z,/experiment/tangram_D.png,blue,blueD,"Looks like a priest, reading a book, standing ",true,,,,,,,,,,,,,,,,blue
AFj2LQkWTdFdW2zc2,2ZWRM5CZ8bfpxZH2L,Gam48f8HbgbBdzxgi,2021-01-20T23:43:00Z,/experiment/tangram_C.png,blue,blueC,"The guy with arms open, playing voleyball",true,,,,,,,,,,,,,,,,blue
zDDvN2tqQWsiwwpaQ,zovPTHp6eJ9BBeYTq,RDgKYeAz6mx4xRhrW,2021-01-20T23:43:01Z,,,,,,blue,10,yes,,yes,yes,I was just describing exactly what I saw,"Yes, but I spent there much more time than 20 minutes",None of my partners were active also I spent there much more time than 20 minutes,veryDissatisfied,stronglyDisagree,,,Yes,,
zCwhpAsz7Jym9cf7y,WJckwPxieAhkN3LFE,Gam48f8HbgbBdzxgi,2021-01-20T23:43:09Z,/experiment/tangram_B.png,blue,blueB,Kneeling lady,true,,,,,,,,,,,,,,,,blue
cCrZvLHnxEjfaBY3E,2ZWRM5CZ8bfpxZH2L,Gam48f8HbgbBdzxgi,2021-01-20T23:43:13Z,/experiment/tangram_D.png,blue,blueD,The priest readding,true,,,,,,,,,,,,,,,,blue
Br5tr4QrkogPihLDC,SRwQXyLp5KvjgNWFA,Gam48f8HbgbBdzxgi,2021-01-20T23:43:15Z,/experiment/tangram_C.png,red,redC,.,true,,,,,,,,,,,,,,,,blue
FftByiAEA4f9jaNMA,SRwQXyLp5KvjgNWFA,Gam48f8HbgbBdzxgi,2021-01-20T23:43:22Z,/experiment/tangram_D.png,red,redD,.,true,,,,,,,,,,,,,,,,blue
GucwST4HNssLiNXE4,2ZWRM5CZ8bfpxZH2L,Gam48f8HbgbBdzxgi,2021-01-20T23:43:24Z,/experiment/tangram_D.png,red,redD,The priest reaading,true,,,,,,,,,,,,,,,,blue
sY7oLd7Rwu7AhtBZr,tqjdAPPA5bHTPcMLq,Gam48f8HbgbBdzxgi,2021-01-20T23:43:26Z,/experiment/tangram_A.png,red,redA,"One leg up, walking left, head down\n",true,,,,,,,,,,,,,,,,blue
FwZuM6zHur56gAGou,SRwQXyLp5KvjgNWFA,Gam48f8HbgbBdzxgi,2021-01-20T23:43:27Z,/experiment/tangram_A.png,red,redA,.,true,,,,,,,,,,,,,,,,blue
Lf237NNgqCEb3BXhm,SRwQXyLp5KvjgNWFA,Gam48f8HbgbBdzxgi,2021-01-20T23:43:31Z,/experiment/tangram_B.png,red,redB,.,true,,,,,,,,,,,,,,,,blue
4rA2nvhHxxtkgg6dN,tqjdAPPA5bHTPcMLq,Gam48f8HbgbBdzxgi,2021-01-20T23:43:36Z,/experiment/tangram_D.png,red,redD,"Looks like a priest, reading a book",true,,,,,,,,,,,,,,,,blue
uFYPuW3varo7R4gox,2ZWRM5CZ8bfpxZH2L,Gam48f8HbgbBdzxgi,2021-01-20T23:43:41Z,/experiment/tangram_C.png,red,redC,The guy with arms open playing volleyball,true,,,,,,,,,,,,,,,,blue
G9Fv2F9ywjRksqPK4,tqjdAPPA5bHTPcMLq,Gam48f8HbgbBdzxgi,2021-01-20T23:43:50Z,/experiment/tangram_C.png,red,redC,"Both arms up above the head, leaning left",true,,,,,,,,,,,,,,,,blue
chfJhcfkHQbxYCy4s,2ZWRM5CZ8bfpxZH2L,Gam48f8HbgbBdzxgi,2021-01-20T23:43:54Z,/experiment/tangram_B.png,red,redB,The laddy sittdown asking for money,true,,,,,,,,,,,,,,,,blue
jcWH8cL8YfTWFWseu,tqjdAPPA5bHTPcMLq,Gam48f8HbgbBdzxgi,2021-01-20T23:44:08Z,/experiment/tangram_B.png,red,redB,"Sitting lady, open arms",true,,,,,,,,,,,,,,,,blue
eiureK2ZHTaEnAsRQ,2ZWRM5CZ8bfpxZH2L,Gam48f8HbgbBdzxgi,2021-01-20T23:44:14Z,/experiment/tangram_A.png,red,redA,"the guy with one leg up , walking to the left",true,,,,,,,,,,,,,,,,blue
dD7qS3kYjwDFBWMFY,SRwQXyLp5KvjgNWFA,Gam48f8HbgbBdzxgi,2021-01-20T23:44:37Z,,,,,,blue,10,yes,yes,yes,yes,Quick fast pased,Yes,No,somewhatSatisfied,agree,,,Yes although laggy at times,,
5P7SykC5MJM6WpjZx,WJckwPxieAhkN3LFE,Gam48f8HbgbBdzxgi,2021-01-20T23:45:19Z,,,,,,blue,10,yes,no,yes,yes,To start with longer descriptions and shorten them towards the end,Definitely.,The error messages and red squares appeared in wrong places many times. ,verySatisfied,stronglyAgree,,,"Quite easy, yes.",,
aeJcnNHeP7aJFNtXX,tqjdAPPA5bHTPcMLq,Gam48f8HbgbBdzxgi,2021-01-20T23:45:53Z,,,,,,blue,7,yes,no,yes,yes,Just describe it in the easiest way,Yes,"It was really bugged, changing windows, buggy chat, slow",neutral,agree,,,yes,,
qy4Eszv3s9hoDHHii,wTaTp7NhrrYomDtJD,RjcBbevWM8B2iv76x,2021-01-20T23:46:08Z,/experiment/tangram_H.png,red,redH,"It looks like a man facing forward, maybe sitting. its head is a square on its side.",true,,,,,,,,,,,,,,,,red
DwAWu6DLMRqG3AtPW,wTaTp7NhrrYomDtJD,RjcBbevWM8B2iv76x,2021-01-20T23:46:45Z,/experiment/tangram_F.png,red,redF,"It looks like a man sitting down, and looking down. Its demeanour would be sad if i was a man.",true,,,,,,,,,,,,,,,,red
neiPSGhRDdMuQGTWG,wTaTp7NhrrYomDtJD,RjcBbevWM8B2iv76x,2021-01-20T23:47:13Z,/experiment/tangram_G.png,red,redG,"it looks like a bunny, or a dog, looking back after someone called for them.",true,,,,,,,,,,,,,,,,red
Gpmx65ugmem9sK9XL,bMfwC3u9W8mJWiQpG,cr52eYbtKhWfu66wM,2021-01-20T23:47:31Z,/experiment/tangram_H.png,red,redH,"tall guy, single block, narrow, square head",true,,,,,,,,,,,,,,,,blue
tcYKdf9FbJYdHFsEr,CfwD78TuZjdw65Yg7,cr52eYbtKhWfu66wM,2021-01-20T23:47:35Z,/experiment/tangram_G.png,blue,blueG,"it's like a X, a weird X, with a square on top",true,,,,,,,,,,,,,,,,blue
ud2Duh3qAh4ZWuTyo,wTaTp7NhrrYomDtJD,RjcBbevWM8B2iv76x,2021-01-20T23:47:40Z,/experiment/tangram_E.png,red,redE,"It looks like a bunny, or its profile. It had big ears (triangles) on the air.",true,,,,,,,,,,,,,,,,red
dSRFqqeyQiZ2XTLoF,bMfwC3u9W8mJWiQpG,cr52eYbtKhWfu66wM,2021-01-20T23:47:47Z,/experiment/tangram_F.png,red,redF,"sitting figure, looking to the left, square head",true,,,,,,,,,,,,,,,,blue
khcXJANdXxciWjmc2,2ZWRM5CZ8bfpxZH2L,Gam48f8HbgbBdzxgi,2021-01-20T23:47:50Z,,,,,,blue,8,yes,no,yes,yes,"trying to capt some real life actions, like playing volleyball , asking for money ",yes i do ,"yes a lot the rounds kept coming moving back and forwards alll the time , like i was round 9 , and in the next riund who was supose to be the 10 , was like the 7 . sometimes would appear a lot of images in one round  like one than the other , and we did not had time to type in the chat. ",somewhatSatisfied,agree,,,yes it was,,
sYWpNSDBipRBDRRS4,EjNCNHPaYecSANeWh,cr52eYbtKhWfu66wM,2021-01-20T23:47:52Z,/experiment/tangram_G.png,blue,blueG,It looks like a hourse standding up; it is looking to the right and its right leg is a small triangle.,true,,,,,,,,,,,,,,,,blue
zYgD7xvZ3KZaYhyjc,CfwD78TuZjdw65Yg7,cr52eYbtKhWfu66wM,2021-01-20T23:47:55Z,/experiment/tangram_F.png,blue,blueF,"a man sitted down looking to the left\n",true,,,,,,,,,,,,,,,,blue
AXeWAAKd3FysSSCHS,vywP3M5xvKpmiwoJy,cr52eYbtKhWfu66wM,2021-01-20T23:48:03Z,/experiment/tangram_H.png,blue,blueH,The one that looks like a man without legs and arms. Single block ,true,,,,,,,,,,,,,,,,blue
MLbYmFEY8GsccqFRf,bMfwC3u9W8mJWiQpG,cr52eYbtKhWfu66wM,2021-01-20T23:48:06Z,/experiment/tangram_G.png,red,redG,"wide figure, little right leg as triangle, square head to the left",true,,,,,,,,,,,,,,,,blue
jRSGoP9KZZn57Gbqv,EjNCNHPaYecSANeWh,cr52eYbtKhWfu66wM,2021-01-20T23:48:08Z,/experiment/tangram_H.png,blue,blueH,Looks like a strait figure with no arms ou legs.,true,,,,,,,,,,,,,,,,blue
5RjToZ4nvuiAjbZe8,CfwD78TuZjdw65Yg7,cr52eYbtKhWfu66wM,2021-01-20T23:48:14Z,/experiment/tangram_E.png,blue,blueE,looks like a rabbit looking at the right,true,,,,,,,,,,,,,,,,blue
r9s5urPsjNa2attKy,bMfwC3u9W8mJWiQpG,cr52eYbtKhWfu66wM,2021-01-20T23:48:17Z,/experiment/tangram_E.png,red,redE,"sitting figure, looking to the right, spikes on head",true,,,,,,,,,,,,,,,,blue
MeTeRhPTA3BcHquGJ,wTaTp7NhrrYomDtJD,RjcBbevWM8B2iv76x,2021-01-20T23:48:27Z,/experiment/tangram_H.png,blue,blueH,"It looks like a man, facing forward, maybe even sitting down on a chair.",true,,,,,,,,,,,,,,,,red
gM7yZXgu6pxYmTKQm,EjNCNHPaYecSANeWh,cr52eYbtKhWfu66wM,2021-01-20T23:48:31Z,/experiment/tangram_F.png,blue,blueF,Looks like a men sitting down and looking to the left side.,true,,,,,,,,,,,,,,,,blue
mxCYixMk8ZH7qArHF,CfwD78TuZjdw65Yg7,cr52eYbtKhWfu66wM,2021-01-20T23:48:32Z,/experiment/tangram_H.png,blue,blueH,it's a man without arms nor legs,true,,,,,,,,,,,,,,,,blue
swfF6mFWtfjrxp9Sa,bMfwC3u9W8mJWiQpG,cr52eYbtKhWfu66wM,2021-01-20T23:48:43Z,/experiment/tangram_E.png,blue,blueE,"sitting figure, looking to the right, spikes on head",true,,,,,,,,,,,,,,,,blue
yMNzMoMESsSZe3kFM,wTaTp7NhrrYomDtJD,RjcBbevWM8B2iv76x,2021-01-20T23:48:44Z,/experiment/tangram_G.png,blue,blueG,It looks like a dog looking back after someone called for him,true,,,,,,,,,,,,,,,,red
pD75YxoKcbbvQcXdo,CfwD78TuZjdw65Yg7,cr52eYbtKhWfu66wM,2021-01-20T23:48:48Z,/experiment/tangram_H.png,red,redH,it's like a man without arms and legs,true,,,,,,,,,,,,,,,,blue
CM7aBvuNguhdrMHP8,7XrJbTe5KskSC58Wa,K3jzKdoMLjahQYT8i,2021-01-20T23:49:04Z,/experiment/tangram_G.png,blue,blueG,its the more complicated one or a dancing lady,true,,,,,,,,,,,,,,,,red
SJEqNMCye4FELJECC,bMfwC3u9W8mJWiQpG,cr52eYbtKhWfu66wM,2021-01-20T23:49:06Z,/experiment/tangram_G.png,blue,blueG,"wide figure, square head to the left, right triangle tiny leg",true,,,,,,,,,,,,,,,,blue
WswRRjq6cNDrNzs3i,EjNCNHPaYecSANeWh,cr52eYbtKhWfu66wM,2021-01-20T23:49:07Z,/experiment/tangram_E.png,blue,blueE,"Looks like someone sitting down, looking to the right side and with rabbit ears.",true,,,,,,,,,,,,,,,,blue
BQZgJKcrMZE2zASFi,nHmsRNXdZpjmXavwC,K3jzKdoMLjahQYT8i,2021-01-20T23:49:09Z,/experiment/tangram_G.png,red,redG,"like a dancing women and dificult one\n",true,,,,,,,,,,,,,,,,red
x6txznTaytnhQZGpN,7XrJbTe5KskSC58Wa,K3jzKdoMLjahQYT8i,2021-01-20T23:49:10Z,/experiment/tangram_E.png,blue,blueE,a rabbit,true,,,,,,,,,,,,,,,,red
5kQ56daMopEukXdfR,CfwD78TuZjdw65Yg7,cr52eYbtKhWfu66wM,2021-01-20T23:49:12Z,/experiment/tangram_G.png,red,redG,"it's like an weird x\n",true,,,,,,,,,,,,,,,,blue
P2TAY2dG7HS3MvPz9,7XrJbTe5KskSC58Wa,K3jzKdoMLjahQYT8i,2021-01-20T23:49:14Z,/experiment/tangram_F.png,blue,blueF,sitting man,true,,,,,,,,,,,,,,,,red
G3t6vcG9P4JhkYvBQ,wTaTp7NhrrYomDtJD,RjcBbevWM8B2iv76x,2021-01-20T23:49:16Z,/experiment/tangram_F.png,blue,blueF,"It looks like a man sitting on the floor, and looking down. ",true,,,,,,,,,,,,,,,,red
